user ips,Recent Timestamp,Session Id
49.248.160.149,[11/Sep/2012:00:19:40],18350
61.245.168.14,[11/Sep/2012:01:40:56],18354
157.55.33.40,[30/Dec/2013:09:16:58],78275
61.135.249.42,[16/Apr/2013:08:24:58],38359
88.190.27.36,[11/Sep/2012:02:14:42],18358
112.198.77.106,[11/Sep/2012:02:25:25],18359
157.55.33.47,[10/Dec/2013:05:58:07],75807
61.135.248.238,[11/Sep/2012:04:42:35],18363
2.98.160.112,[11/Sep/2012:05:08:45],18365
112.198.77.202,[11/Sep/2012:05:31:04],18366
2.183.50.123,[11/Sep/2012:06:10:56],18367
61.135.249.161,[11/Sep/2012:07:47:30],18368
83.204.149.145,[11/Sep/2012:09:38:48],18372
76.93.40.0,[11/Sep/2012:10:00:25],18373
65.52.108.236,[11/Sep/2012:10:33:08],18375
108.178.112.126,[11/Sep/2012:10:54:37],18376
50.122.173.62,[11/Sep/2012:12:01:00],18380
61.135.249.29,[03/Jan/2013:00:46:19],27644
183.83.225.113,[11/Sep/2012:13:37:51],18385
110.168.105.22,[11/Sep/2012:13:50:04],18387
198.186.250.228,[11/Sep/2012:14:13:38],18388
89.70.243.104,[11/Sep/2012:14:44:57],18389
61.135.248.212,[11/Sep/2012:15:21:05],18396
71.226.61.138,[11/Sep/2012:15:37:28],18397
157.55.36.37,[16/Dec/2013:10:41:55],76791
61.135.249.123,[11/Sep/2012:17:58:58],18403
71.200.231.186,[20/Oct/2013:23:02:44],68124
206.225.83.83,[25/Dec/2013:09:29:05],77695
64.229.213.46,[11/Sep/2012:21:48:52],18414
61.135.249.94,[11/Sep/2012:22:03:44],18415
173.213.158.132,[11/Sep/2012:22:40:53],18417
129.255.228.209,[12/Sep/2012:00:03:28],18419
93.163.127.190,[12/Sep/2012:00:05:30],18420
69.121.58.202,[26/Sep/2012:21:16:32],19492
38.99.85.43,[12/Sep/2012:00:45:55],18425
157.55.32.77,[07/Jan/2014:12:01:40],79692
157.55.33.79,[13/Dec/2013:14:50:22],76332
157.55.33.78,[06/Jan/2014:21:17:19],79574
2.225.118.19,[12/Sep/2012:02:14:35],18432
61.135.249.216,[23/Aug/2013:06:28:32],57984
131.253.47.150,[12/Sep/2012:02:39:15],18434
157.55.33.182,[21/Dec/2013:10:30:57],77304
157.56.229.185,[25/Dec/2013:15:05:56],77713
78.150.167.107,[12/Sep/2012:03:05:58],18437
117.192.237.159,[12/Sep/2012:04:16:34],18443
208.115.109.28,[12/Sep/2012:05:56:41],18449
86.124.116.209,[12/Sep/2012:06:42:48],18453
46.165.197.5,[12/Sep/2012:07:12:49],18454
204.236.137.113,[12/Sep/2012:09:20:12],18457
216.151.210.46,[12/Sep/2012:09:20:31],18458
216.151.210.19,[12/Sep/2012:09:22:37],18459
72.232.113.14,[25/Dec/2012:08:28:01],26949
72.232.113.13,[12/Sep/2012:09:26:10],18461
72.232.112.15,[12/Sep/2012:09:26:56],18462
72.233.61.93,[14/Sep/2012:06:43:33],18619
197.251.185.220,[12/Sep/2012:09:32:31],18464
72.233.69.25,[18/Sep/2012:03:11:45],18856
66.135.48.191,[13/Sep/2012:19:54:01],18576
72.232.7.22,[12/Sep/2012:09:59:28],18468
80.180.146.54,[12/Sep/2012:10:01:12],18469
216.151.210.25,[12/Sep/2012:16:49:12],18493
216.151.210.49,[16/Sep/2012:03:57:20],18736
216.151.210.16,[01/Dec/2012:15:21:10],24607
186.32.25.217,[12/Sep/2012:11:48:28],18474
69.170.134.60,[20/Dec/2012:15:54:44],26521
68.104.225.28,[12/Sep/2012:13:46:43],18481
182.177.85.229,[12/Sep/2012:13:50:38],18482
142.177.103.236,[12/Sep/2012:14:31:39],18484
72.232.112.14,[12/Sep/2012:14:37:47],18485
41.225.35.144,[12/Sep/2012:14:41:55],18486
61.135.249.113,[08/Oct/2012:13:34:36],20302
95.25.231.241,[12/Sep/2012:15:38:35],18489
61.135.249.254,[21/Oct/2012:09:53:52],21268
69.170.134.35,[12/Sep/2012:17:19:27],18495
74.125.186.46,[04/Jan/2013:23:25:25],27818
176.8.91.129,[12/Sep/2012:19:13:11],18499
61.135.248.181,[20/Oct/2012:15:52:28],21213
218.66.250.106,[13/Sep/2012:08:19:24],18539
174.45.236.208,[12/Sep/2012:20:39:54],18505
213.46.154.220,[12/Sep/2012:21:49:37],18508
184.6.69.21,[12/Sep/2012:22:45:01],18510
61.135.249.231,[12/Sep/2012:23:06:02],18512
61.135.249.139,[13/Sep/2012:00:52:27],18515
118.96.46.38,[19/Sep/2012:20:24:50],18975
180.247.151.56,[13/Sep/2012:02:54:05],18521
61.135.249.34,[13/Sep/2012:03:29:11],18522
5.144.129.12,[13/Sep/2012:03:40:12],18523
76.74.248.249,[13/Sep/2012:04:36:50],18525
193.61.255.84,[13/Sep/2012:06:27:46],18529
61.135.249.81,[14/Feb/2013:19:36:19],31571
87.203.126.68,[13/Sep/2012:07:20:37],18533
111.68.59.97,[13/Sep/2012:07:56:45],18536
137.189.190.165,[13/Sep/2012:07:56:55],18537
124.6.181.183,[13/Sep/2012:09:41:20],18542
87.147.3.55,[13/Sep/2012:10:36:16],18543
187.18.104.75,[13/Sep/2012:11:23:02],18546
38.100.21.67,[13/Sep/2012:11:23:59],18547
78.100.94.82,[20/Oct/2012:14:49:42],21210
189.170.83.238,[13/Sep/2012:11:50:11],18550
61.135.249.219,[20/May/2013:23:17:37],42001
205.189.255.4,[13/Sep/2012:13:38:23],18559
61.135.249.195,[13/Sep/2012:15:23:55],18561
41.221.93.229,[13/Sep/2012:16:13:18],18562
206.225.86.78,[13/Sep/2012:16:19:27],18563
64.251.85.194,[13/Sep/2012:16:38:48],18564
24.241.254.204,[13/Sep/2012:17:50:15],18567
61.135.249.36,[13/Sep/2012:17:51:52],18568
93.186.16.246,[22/Aug/2013:08:41:23],57915
93.186.16.213,[22/Aug/2013:08:41:15],57916
188.143.233.7,[16/Sep/2012:22:24:20],18786
166.147.72.145,[13/Sep/2012:20:38:41],18579
67.85.100.229,[13/Sep/2012:21:08:47],18581
75.133.153.61,[13/Sep/2012:21:44:46],18583
166.147.72.146,[13/Sep/2012:22:20:52],18588
141.0.8.251,[13/Sep/2012:23:01:02],18590
61.135.249.232,[14/Sep/2012:00:47:07],18596
198.7.241.85,[01/Oct/2012:16:12:02],19798
61.135.248.219,[02/Feb/2013:00:06:35],30434
65.55.24.215,[13/Aug/2013:04:47:53],56553
50.98.67.40,[14/Sep/2012:04:03:33],18610
61.135.249.104,[14/Sep/2012:05:45:20],18615
78.162.165.143,[14/Sep/2012:06:32:04],18617
220.181.108.144,[05/Jan/2014:15:34:11],79327
61.135.248.237,[14/Sep/2012:08:41:09],18622
134.181.222.184,[14/Sep/2012:08:46:01],18623
131.253.47.164,[25/Sep/2012:15:07:51],19388
131.253.46.112,[22/Sep/2012:00:55:37],19142
98.139.241.248,[14/Sep/2012:18:18:49],18653
157.55.33.253,[06/Jan/2014:20:25:01],79569
5.144.129.13,[14/Sep/2012:20:19:43],18655
178.137.129.141,[16/Sep/2012:02:04:43],18730
157.55.32.116,[09/Nov/2013:02:12:32],72158
174.95.254.18,[14/Sep/2012:23:29:14],18660
157.56.229.189,[15/Apr/2013:07:04:29],38232
203.176.133.146,[15/Sep/2012:03:12:51],18669
220.181.108.158,[23/Dec/2013:05:41:48],77477
173.168.142.11,[15/Sep/2012:05:44:12],18674
208.54.90.228,[15/Sep/2012:07:01:12],18678
92.225.75.84,[15/Sep/2012:08:07:41],18681
54.245.31.140,[15/Sep/2012:08:49:54],18686
213.205.233.138,[15/Sep/2012:09:51:26],18687
198.82.17.168,[15/Sep/2012:10:44:43],18690
85.75.66.163,[15/Sep/2012:10:47:51],18691
14.99.69.133,[15/Sep/2012:11:12:35],18693
74.198.164.134,[15/Sep/2012:12:04:54],18695
58.248.74.131,[15/Sep/2012:15:18:09],18703
201.83.140.114,[15/Sep/2012:17:06:17],18708
74.192.36.137,[15/Sep/2012:17:06:46],18709
178.101.135.53,[15/Sep/2012:17:33:52],18710
174.228.197.164,[15/Sep/2012:18:38:10],18712
131.253.46.114,[15/Sep/2012:21:07:15],18714
65.55.24.214,[06/Dec/2013:20:49:19],75218
65.55.52.87,[13/Dec/2013:05:42:44],76292
157.55.32.84,[01/Jan/2014:10:01:40],78607
64.131.145.187,[15/Sep/2012:23:27:39],18722
107.21.172.16,[16/Sep/2012:01:02:42],18727
49.145.106.219,[16/Sep/2012:01:55:01],18729
31.57.114.105,[16/Sep/2012:03:22:11],18733
74.200.247.247,[16/Sep/2012:04:00:52],18737
174.58.133.186,[16/Sep/2012:07:28:56],18742
94.0.107.107,[16/Sep/2012:07:33:18],18743
84.93.186.149,[16/Sep/2012:07:52:49],18745
58.247.229.206,[16/Sep/2012:08:20:12],18747
61.135.249.221,[12/Aug/2013:20:33:59],56523
37.220.7.179,[16/Sep/2012:09:51:18],18751
76.69.5.109,[16/Sep/2012:11:16:26],18755
50.98.104.250,[16/Sep/2012:11:40:37],18756
130.185.156.117,[16/Sep/2012:15:06:05],18766
190.167.91.88,[16/Sep/2012:15:09:14],18767
173.78.80.70,[16/Sep/2012:17:30:14],18773
174.30.111.154,[16/Sep/2012:18:47:55],18778
74.125.183.19,[16/Sep/2012:20:16:02],18782
72.234.44.79,[16/Sep/2012:21:02:53],18784
189.226.180.42,[16/Sep/2012:22:03:46],18785
77.236.24.6,[16/Sep/2012:22:58:29],18789
140.123.185.199,[16/Sep/2012:23:03:01],18790
180.252.255.233,[16/Sep/2012:23:23:00],18792
178.137.128.204,[18/Sep/2012:03:19:51],18859
203.45.24.237,[17/Sep/2012:01:00:49],18797
68.8.81.20,[17/Sep/2012:01:06:19],18798
121.54.34.178,[17/Sep/2012:03:24:25],18802
194.152.198.21,[17/Sep/2012:04:37:10],18805
27.147.140.130,[17/Sep/2012:05:06:25],18806
220.181.108.146,[29/Nov/2013:04:27:21],74520
81.159.126.10,[17/Sep/2012:06:56:36],18810
41.2.141.182,[17/Sep/2012:09:51:48],18816
121.245.4.61,[17/Sep/2012:10:24:41],18817
69.4.56.199,[04/Oct/2012:22:14:44],20056
65.55.24.220,[28/Dec/2013:04:42:04],77938
206.16.124.65,[17/Sep/2012:16:02:29],18832
157.55.18.46,[19/Dec/2012:13:51:56],26418
61.135.249.211,[21/Apr/2013:15:30:41],38925
98.95.254.90,[17/Sep/2012:19:26:30],18840
173.60.233.83,[17/Sep/2012:22:01:32],18847
24.235.144.201,[17/Sep/2012:22:17:32],18848
72.233.61.94,[18/Sep/2012:03:12:48],18857
72.233.44.22,[23/Sep/2012:09:15:33],19221
58.68.121.200,[18/Sep/2012:04:50:06],18864
69.205.196.177,[18/Sep/2012:05:23:28],18865
157.56.229.187,[15/Dec/2013:23:32:30],76560
88.224.156.112,[18/Sep/2012:07:43:59],18868
157.55.32.166,[19/Dec/2013:02:39:35],77070
196.46.212.26,[18/Sep/2012:08:11:54],18870
68.174.119.47,[18/Sep/2012:09:02:57],18871
108.52.66.239,[18/Sep/2012:10:15:09],18876
213.140.221.218,[26/Sep/2012:18:23:51],19484
131.253.47.183,[25/Sep/2012:23:15:04],19412
157.55.32.162,[12/Dec/2013:04:10:26],76231
65.55.24.221,[10/Jan/2014:08:26:19],79965
131.253.47.155,[18/Sep/2012:14:26:09],18895
89.150.66.54,[18/Sep/2012:14:50:29],18898
74.125.184.93,[18/Sep/2012:17:05:40],18904
219.77.206.12,[18/Sep/2012:19:38:50],18909
67.244.27.12,[18/Sep/2012:20:41:52],18910
108.44.151.115,[18/Sep/2012:21:11:21],18911
122.106.247.241,[18/Sep/2012:21:21:53],18912
155.48.184.102,[18/Sep/2012:22:27:45],18913
96.233.245.162,[19/Sep/2012:00:43:25],18918
112.210.113.109,[19/Sep/2012:00:47:29],18920
178.154.200.158,[19/Sep/2012:02:14:29],18923
94.153.65.173,[19/Sep/2012:05:43:03],18935
46.176.94.100,[19/Sep/2012:03:57:32],18927
128.59.156.78,[19/Sep/2012:04:31:38],18933
122.129.65.243,[19/Sep/2012:06:37:54],18936
2.192.164.78,[19/Sep/2012:07:20:06],18939
152.94.26.61,[19/Sep/2012:08:13:27],18940
70.115.219.26,[19/Sep/2012:08:19:31],18941
140.247.45.94,[19/Sep/2012:08:28:21],18943
88.235.59.243,[19/Sep/2012:10:05:01],18947
216.229.90.95,[19/Sep/2012:13:12:41],18956
41.250.165.145,[19/Sep/2012:13:34:58],18957
69.174.58.20,[19/Sep/2012:14:30:14],18960
100.2.177.5,[19/Sep/2012:14:40:39],18961
66.236.139.162,[19/Sep/2012:15:47:24],18962
200.160.100.154,[19/Sep/2012:16:23:22],18963
207.46.193.38,[30/Oct/2012:04:33:11],22012
58.249.13.106,[19/Sep/2012:17:59:39],18967
141.157.170.133,[19/Sep/2012:18:09:55],18968
98.222.114.175,[19/Sep/2012:19:48:15],18970
61.135.249.205,[25/Aug/2013:22:42:42],58241
128.148.231.12,[19/Sep/2012:20:09:00],18973
130.193.147.143,[19/Sep/2012:20:48:14],18978
180.248.156.52,[19/Sep/2012:22:47:28],18984
129.177.138.109,[20/Sep/2012:01:18:42],18992
203.211.151.230,[20/Sep/2012:02:53:28],18994
31.31.184.117,[20/Sep/2012:04:10:48],18997
95.136.116.84,[20/Sep/2012:04:19:19],18998
210.213.146.176,[20/Sep/2012:06:31:19],19001
85.75.112.24,[20/Sep/2012:07:28:11],19004
85.34.206.138,[30/Apr/2013:18:04:59],39854
112.207.152.36,[20/Sep/2012:07:47:31],19007
157.55.35.112,[19/Dec/2013:01:17:58],77068
178.137.128.77,[21/Sep/2012:08:08:32],19097
131.253.46.241,[26/Sep/2012:16:03:24],19477
41.107.69.59,[20/Sep/2012:09:18:29],19020
157.55.33.14,[04/Jan/2014:16:54:01],79168
84.19.72.77,[20/Sep/2012:09:21:56],19022
41.221.159.85,[04/Jul/2013:17:38:40],50468
24.201.122.191,[20/Sep/2012:09:39:00],19024
197.207.199.130,[20/Sep/2012:11:30:48],19029
165.138.4.34,[20/Sep/2012:13:21:20],19037
78.174.114.203,[20/Sep/2012:13:55:44],19039
88.90.133.218,[20/Sep/2012:14:06:33],19040
24.108.5.92,[20/Sep/2012:17:28:09],19046
190.198.57.218,[20/Sep/2012:18:17:58],19048
76.109.82.215,[20/Sep/2012:18:39:07],19050
108.245.148.216,[20/Sep/2012:20:26:56],19062
71.126.44.107,[20/Sep/2012:20:29:14],19063
67.34.178.246,[20/Sep/2012:21:27:39],19064
200.138.238.147,[20/Sep/2012:22:12:24],19066
24.10.29.101,[21/Sep/2012:00:23:08],19072
193.57.220.1,[21/Sep/2012:01:30:33],19079
95.167.186.1,[21/Sep/2012:02:39:47],19081
75.82.253.170,[21/Sep/2012:03:20:52],19083
14.139.45.241,[21/Sep/2012:03:34:11],19084
109.145.97.123,[21/Sep/2012:04:41:49],19087
41.76.47.101,[21/Sep/2012:07:04:14],19093
101.117.45.27,[21/Sep/2012:07:45:54],19095
75.170.76.84,[21/Sep/2012:08:03:09],19096
195.194.236.103,[21/Sep/2012:08:36:34],19098
203.82.95.67,[21/Sep/2012:09:46:19],19102
207.229.181.29,[21/Sep/2012:12:54:36],19114
83.94.125.221,[21/Sep/2012:11:01:50],19106
61.135.249.212,[05/Aug/2013:05:05:26],55858
173.194.99.84,[21/Sep/2012:12:52:24],19113
66.249.73.188,[03/Mar/2013:07:04:56],33048
41.58.43.229,[21/Sep/2012:15:41:51],19122
67.243.55.69,[21/Sep/2012:16:54:46],19127
217.64.101.51,[21/Sep/2012:19:00:05],19130
50.31.105.221,[21/Sep/2012:19:05:29],19131
157.55.35.41,[08/Dec/2013:22:06:09],75490
218.30.103.64,[28/Dec/2013:18:01:54],78016
5.135.13.150,[22/Sep/2012:04:50:25],19149
94.153.65.7,[22/Sep/2012:05:30:21],19150
131.253.46.231,[23/Sep/2012:10:17:42],19224
87.78.73.38,[22/Sep/2012:07:34:46],19157
86.181.189.107,[22/Sep/2012:11:12:03],19168
190.229.188.100,[22/Sep/2012:09:55:03],19162
71.192.163.59,[22/Sep/2012:10:21:32],19164
199.87.253.70,[22/Sep/2012:10:28:18],19165
188.55.32.133,[22/Sep/2012:10:57:22],19166
24.6.160.55,[22/Sep/2012:11:10:29],19167
50.31.9.99,[22/Sep/2012:12:19:53],19170
77.248.88.222,[26/Sep/2012:15:40:39],19472
24.204.238.79,[22/Sep/2012:12:41:56],19173
72.30.142.248,[06/Nov/2012:15:52:48],22671
72.30.161.235,[26/Jan/2013:21:26:05],29858
97.65.112.10,[08/Sep/2013:19:24:51],59576
23.24.177.114,[22/Sep/2012:13:36:16],19179
35.13.221.45,[22/Sep/2012:13:38:21],19180
108.214.138.37,[22/Sep/2012:17:47:38],19184
68.48.38.3,[23/Sep/2012:01:29:24],19203
178.137.5.167,[24/Sep/2012:23:14:04],19332
80.191.168.15,[23/Sep/2012:05:54:44],19210
142.4.114.137,[24/Sep/2012:06:33:43],19282
219.79.43.232,[23/Sep/2012:09:05:08],19220
41.99.48.254,[23/Sep/2012:09:40:11],19223
131.253.46.237,[27/Sep/2012:02:00:56],19509
99.248.55.61,[23/Sep/2012:13:14:29],19233
216.236.251.130,[23/Sep/2012:13:15:59],19234
199.242.209.72,[23/Sep/2012:14:04:00],19237
157.55.35.91,[10/Dec/2013:05:33:53],75803
94.23.12.62,[23/Sep/2012:16:31:13],19241
183.37.126.185,[23/Sep/2012:18:41:27],19246
200.102.255.238,[23/Sep/2012:18:46:09],19248
70.189.151.232,[23/Sep/2012:19:45:44],19249
99.147.130.204,[23/Sep/2012:21:59:52],19256
24.168.94.204,[23/Sep/2012:23:18:37],19258
69.124.100.23,[23/Sep/2012:23:23:29],19260
110.175.69.22,[23/Sep/2012:23:56:34],19263
24.38.3.27,[24/Sep/2012:00:30:23],19265
173.242.122.80,[24/Sep/2012:01:08:28],19268
58.137.148.35,[24/Sep/2012:03:20:49],19272
121.54.47.59,[27/Jun/2013:21:40:59],48613
93.45.117.31,[24/Sep/2012:04:31:01],19277
92.251.141.127,[24/Sep/2012:05:23:15],19279
193.120.161.6,[09/Oct/2013:09:31:14],66882
216.131.103.55,[24/Sep/2012:07:52:14],19286
173.28.173.147,[24/Sep/2012:17:23:25],19317
14.98.179.66,[24/Sep/2012:11:17:59],19292
86.173.171.182,[24/Sep/2012:12:07:48],19295
95.27.166.149,[24/Sep/2012:12:21:36],19296
94.116.50.55,[24/Sep/2012:14:07:12],19307
186.19.91.86,[24/Sep/2012:15:29:59],19313
99.234.24.196,[24/Sep/2012:15:57:09],19314
41.220.69.77,[24/Sep/2012:16:09:34],19315
174.48.106.22,[24/Sep/2012:19:07:10],19321
76.11.171.99,[24/Sep/2012:19:22:00],19322
199.47.124.148,[24/Sep/2012:20:00:07],19324
91.237.249.97,[10/Nov/2012:22:15:32],22945
199.87.252.165,[24/Sep/2012:22:07:06],19328
91.198.168.8,[24/Sep/2012:22:19:17],19330
192.35.17.13,[25/Sep/2012:01:33:02],19337
66.45.254.66,[25/Sep/2012:04:01:09],19346
124.106.81.220,[25/Sep/2012:04:27:40],19347
118.113.186.4,[25/Sep/2012:05:53:43],19352
220.57.39.40,[25/Sep/2012:17:51:19],19397
65.55.52.96,[05/Dec/2013:09:30:56],75034
61.59.18.131,[25/Sep/2012:08:09:52],19360
61.135.249.220,[27/Aug/2013:20:45:02],58411
157.55.35.80,[14/Aug/2013:11:28:53],56672
157.55.35.99,[15/Nov/2013:02:51:13],73319
117.199.71.187,[25/Sep/2012:10:16:42],19373
216.100.88.209,[25/Sep/2012:10:20:43],19374
208.131.181.126,[25/Sep/2012:10:23:49],19375
152.133.6.2,[25/Sep/2012:11:16:38],19376
151.185.60.250,[23/Sep/2013:21:41:57],63070
91.182.53.161,[25/Sep/2012:12:06:45],19378
94.153.65.209,[26/Sep/2012:12:33:13],19455
41.243.40.81,[25/Sep/2012:12:51:04],19381
141.0.8.58,[25/Sep/2012:13:00:52],19382
66.249.71.176,[25/Sep/2012:14:18:05],19385
189.11.90.60,[25/Sep/2012:15:03:14],19387
80.101.65.72,[25/Sep/2012:15:55:55],19391
208.181.243.199,[25/Sep/2012:15:59:08],19392
85.91.175.213,[25/Sep/2012:16:54:04],19395
91.237.249.56,[05/Nov/2012:02:19:24],22544
174.0.45.39,[25/Sep/2012:22:31:07],19406
157.55.33.31,[02/Jan/2014:17:22:11],78839
41.212.73.6,[25/Sep/2012:22:56:57],19410
76.14.199.226,[25/Sep/2012:23:17:58],19413
157.55.35.46,[21/Dec/2013:14:35:55],77324
198.228.217.147,[26/Sep/2012:00:20:14],19418
83.161.144.138,[26/Sep/2012:02:12:20],19420
117.198.245.21,[26/Sep/2012:03:52:23],19423
118.113.50.74,[26/Sep/2012:04:40:21],19427
217.35.83.41,[26/Sep/2012:05:06:47],19429
49.248.186.61,[26/Sep/2012:06:17:49],19430
14.139.209.82,[26/Sep/2012:07:09:03],19432
84.108.113.55,[26/Sep/2012:07:35:15],19433
155.247.166.28,[26/Sep/2012:07:39:48],19435
61.135.249.204,[09/Aug/2013:16:35:24],56266
147.106.224.232,[26/Sep/2012:09:31:44],19441
93.180.64.145,[08/Oct/2012:08:33:05],20281
66.108.254.80,[27/Sep/2012:21:14:43],19566
101.226.51.230,[26/Sep/2012:14:20:02],19464
180.153.214.176,[26/Sep/2012:11:44:50],19446
180.153.214.180,[19/May/2013:01:28:59],41822
66.151.103.8,[26/Sep/2012:11:52:51],19449
173.194.98.19,[26/Sep/2012:11:53:57],19450
180.153.205.252,[26/Sep/2012:12:33:24],19456
180.153.206.32,[26/Sep/2012:13:15:44],19459
141.105.120.153,[19/Jan/2013:22:14:20],29178
180.153.206.37,[26/Sep/2012:14:13:50],19461
180.153.206.23,[26/Sep/2012:14:17:26],19462
101.226.66.193,[26/Sep/2012:14:18:23],19463
24.16.65.247,[26/Sep/2012:14:22:01],19465
222.73.77.55,[26/Sep/2012:14:22:06],19466
180.153.163.209,[26/Sep/2012:15:34:34],19471
180.153.214.199,[27/Sep/2012:10:02:41],19531
63.192.138.155,[27/Sep/2012:09:53:09],19530
76.191.200.24,[26/Sep/2012:16:24:10],19479
124.185.40.141,[26/Sep/2012:18:58:59],19486
96.49.148.154,[26/Sep/2012:19:33:35],19488
97.121.211.229,[26/Sep/2012:19:50:29],19490
122.52.55.95,[26/Sep/2012:23:05:37],19499
91.237.249.140,[26/Sep/2012:23:56:08],19501
207.6.247.198,[31/Oct/2012:19:45:25],22138
82.80.249.137,[30/Mar/2013:21:36:34],35923
112.210.102.117,[27/Sep/2012:01:47:36],19508
31.11.220.94,[27/Sep/2012:03:12:11],19512
176.92.26.193,[27/Sep/2012:03:12:51],19513
117.198.252.73,[27/Sep/2012:03:39:21],19515
177.102.242.4,[27/Sep/2012:08:44:27],19526
134.74.83.253,[27/Sep/2012:08:49:36],19527
41.84.135.174,[05/Aug/2013:10:57:07],55872
190.40.190.57,[27/Sep/2012:10:58:48],19535
5.146.254.4,[27/Sep/2012:12:28:37],19539
216.237.194.225,[27/Sep/2012:15:16:34],19545
205.194.127.36,[27/Sep/2012:16:29:49],19548
103.3.222.209,[27/Sep/2012:18:07:42],19553
67.248.38.214,[27/Sep/2012:19:10:32],19556
203.44.11.53,[27/Sep/2012:20:16:45],19562
110.175.61.58,[27/Sep/2012:20:43:05],19563
68.175.32.175,[27/Sep/2012:20:53:58],19565
68.80.204.80,[27/Sep/2012:21:40:50],19567
184.76.159.181,[27/Sep/2012:21:43:16],19568
70.16.65.96,[27/Sep/2012:22:59:30],19574
117.26.226.211,[27/Sep/2012:23:36:58],19576
198.72.174.220,[29/Sep/2013:18:09:37],63729
81.61.41.69,[28/Sep/2012:00:05:37],19578
145.24.58.97,[28/Sep/2012:03:16:04],19584
96.21.212.219,[28/Sep/2012:06:26:29],19589
197.251.132.41,[28/Sep/2012:06:28:20],19590
129.32.224.71,[28/Sep/2012:07:14:51],19595
212.219.41.130,[28/Sep/2012:07:56:03],19596
46.190.38.137,[28/Sep/2012:09:29:00],19601
166.137.88.154,[28/Sep/2012:11:59:58],19610
182.9.97.79,[28/Sep/2012:12:03:19],19612
197.205.14.96,[28/Sep/2012:12:09:36],19613
201.80.140.208,[28/Sep/2012:13:21:51],19617
198.96.85.232,[28/Sep/2012:13:56:46],19619
24.154.3.50,[28/Sep/2012:14:06:29],19621
86.61.122.242,[28/Sep/2012:14:32:01],19622
31.52.36.163,[28/Sep/2012:14:35:24],19623
189.175.58.198,[28/Sep/2012:16:14:48],19628
70.69.244.43,[21/Nov/2012:13:07:15],23834
64.42.235.66,[28/Sep/2012:18:24:02],19631
95.237.62.27,[28/Sep/2012:18:44:07],19633
85.104.79.213,[28/Sep/2012:18:48:35],19634
107.194.185.113,[28/Sep/2012:20:42:42],19637
61.55.185.111,[28/Sep/2012:21:11:11],19640
142.4.114.141,[28/Sep/2012:22:54:08],19644
209.190.38.162,[06/Oct/2012:01:07:23],20131
201.170.28.183,[29/Sep/2012:02:31:21],19651
101.62.49.127,[29/Sep/2012:05:34:54],19654
220.181.108.149,[18/Oct/2013:15:06:13],67879
82.132.244.154,[29/Sep/2012:07:25:26],19660
79.180.199.229,[29/Sep/2012:07:37:45],19661
96.234.97.140,[29/Sep/2012:08:00:02],19662
69.201.129.84,[29/Sep/2012:18:30:31],19689
71.232.178.172,[29/Sep/2012:09:34:46],19666
157.55.32.81,[13/Nov/2013:14:47:44],72739
65.55.24.216,[30/Oct/2013:12:14:33],70032
108.16.66.247,[29/Sep/2012:10:36:11],19669
184.72.77.137,[29/Sep/2012:11:40:41],19671
141.0.10.6,[29/Sep/2012:14:22:10],19677
174.131.86.99,[29/Sep/2012:15:53:29],19680
41.142.199.222,[29/Sep/2012:16:22:39],19681
65.23.223.10,[29/Sep/2012:17:06:22],19686
173.25.250.190,[29/Sep/2012:17:35:19],19687
99.231.22.85,[29/Sep/2012:20:36:50],19696
157.55.33.84,[15/Dec/2013:09:54:23],76495
67.173.104.111,[30/Sep/2012:02:48:07],19708
105.141.15.240,[30/Sep/2012:07:28:50],19711
202.82.176.95,[23/Oct/2012:03:28:43],21414
157.55.35.90,[29/Oct/2013:08:47:54],69907
82.145.209.22,[30/Sep/2012:13:06:29],19725
99.38.242.69,[30/Sep/2012:13:27:42],19728
24.22.176.233,[30/Sep/2012:14:40:03],19730
71.54.60.253,[30/Sep/2012:16:12:13],19732
99.92.145.174,[30/Sep/2012:17:50:26],19737
72.74.215.75,[30/Sep/2012:19:57:08],19742
61.135.249.217,[29/Jul/2013:08:12:23],52568
50.18.78.53,[30/Sep/2012:20:56:30],19744
121.96.161.96,[01/Oct/2012:00:55:18],19753
173.202.82.174,[01/Oct/2012:02:51:11],19756
61.135.249.246,[17/Apr/2013:11:16:54],38485
180.74.233.226,[01/Oct/2012:03:58:05],19758
82.145.210.74,[01/Oct/2012:04:10:32],19759
65.52.108.183,[31/Dec/2012:12:04:53],27461
86.164.248.3,[01/Oct/2012:05:40:06],19763
220.181.125.108,[05/Jan/2014:23:37:24],79395
157.178.1.101,[28/Oct/2013:15:45:34],69821
94.143.176.150,[01/Oct/2012:08:23:05],19771
126.11.148.120,[01/Oct/2012:09:21:02],19773
41.133.197.241,[01/Oct/2012:09:36:42],19774
66.249.74.164,[17/Feb/2013:03:05:21],31748
50.75.171.16,[01/Oct/2012:11:16:28],19778
216.239.75.231,[01/Oct/2012:12:37:47],19782
98.164.218.221,[01/Oct/2012:13:19:48],19784
66.249.76.115,[07/Mar/2013:19:09:01],33526
98.212.186.125,[01/Oct/2012:14:05:14],19789
91.182.161.226,[01/Oct/2012:15:16:19],19790
46.236.7.250,[19/Feb/2013:18:51:09],32014
199.18.157.82,[01/Oct/2012:15:44:42],19795
41.143.144.130,[01/Oct/2012:17:09:07],19801
37.31.22.179,[01/Oct/2012:17:45:40],19802
